日期,类型,金额,分类,备注
2017-11-01 03:05:50,收入,189.04,红包,
2017-10-04 11:30:41,支出,602.32,饮料,
2017-12-03 03:56:13,支出,109.90,社交,
2017-09-25 09:00:45,支出,558.54,爱人,
2017-08-25 07:42:56,支出,501.77,零食,
2017-11-24 21:18:51,支出,14.49,家庭,
2017-05-04 22:32:10,支出,724.51,零食,
2017-10-16 00:11:32,收入,53.16,社会保障,
2017-01-16 16:10:48,支出,341.78,纳税,
2017-12-08 19:53:09,支出,351.36,居家,
2017-01-07 23:39:44,支出,671.05,日用品,
2017-04-25 11:00:15,收入,285.69,礼金,
2017-02-13 20:37:28,收入,499.82,利息,
2017-10-26 08:59:42,收入,205.07,公积金,
2017-02-13 18:01:14,收入,406.64,理财,
2017-07-02 02:50:22,收入,24.00,奖金,
2017-07-05 23:33:49,收入,135.86,报销,
2017-09-23 06:20:42,收入,205.80,社会保障,
2017-06-03 23:44:50,收入,204.82,报销,
2017-07-03 20:02:35,收入,48.44,红包,
2017-01-04 10:07:02,收入,305.31,报销,年度目标
2017-01-08 05:07:39,支出,191.57,购物,
2017-11-17 15:05:15,支出,789.94,购物,
2017-06-18 02:27:08,收入,310.05,社会保障,
2017-05-06 07:35:43,支出,645.41,退款,
2017-05-07 10:28:23,收入,240.41,退税退费,
2017-04-26 10:41:12,收入,72.02,兼职,
2017-04-28 13:11:59,收入,254.59,工资,
2017-11-19 04:07:33,支出,221.38,娱乐,
2017-01-28 12:17:39,收入,436.18,红包,
2017-09-16 07:40:40,收入,344.91,工作,
2017-04-16 04:10:57,收入,392.71,公积金,
2017-02-17 13:37:40,收入,227.35,利息,
2017-11-24 16:57:36,支出,227.06,学习,
2017-07-20 07:05:43,收入,218.94,兼职,
2017-04-21 20:47:29,收入,67.34,利息,
2017-05-09 20:15:05,收入,416.04,公积金,
2017-06-18 15:26:37,支出,97.63,交通,
2017-11-20 05:52:54,支出,460.01,服装,
2017-07-11 13:56:14,支出,17.09,物业,
2017-04-22 07:34:20,支出,453.66,通讯,
2017-02-21 04:22:51,支出,532.70,退款,
2017-11-20 15:40:18,收入,253.04,礼金,
2017-09-28 13:31:14,支出,131.77,社交,
2017-02-25 14:54:36,支出,448.12,数码,
2017-12-03 13:12:26,支出,488.02,家庭,
2017-02-07 03:15:48,收入,182.13,奖金,
2017-01-09 20:13:30,支出,662.92,家庭,
2017-02-19 02:15:41,收入,105.40,礼金,
2017-11-17 06:57:14,收入,355.67,报销,
2017-07-07 10:35:08,收入,490.89,奖金,
2017-05-20 20:20:07,收入,64.66,奖金,
2017-05-21 08:40:43,收入,463.79,理财,年度总结报告
2017-12-19 16:00:48,支出,367.52,家庭,
2017-05-03 13:39:15,收入,93.59,兼职,
2017-09-16 00:09:18,支出,329.96,游戏,
2017-03-12 06:24:53,收入,56.94,礼金,
2017-08-16 05:22:28,收入,356.63,股票,
2017-09-11 00:06:28,收入,338.05,社会保障,娱乐消费
2017-01-19 19:34:17,收入,65.42,红包,年度对账表
2017-09-22 14:20:50,支出,81.78,日用品,
2017-09-15 10:56:00,收入,221.89,公积金,
2017-02-06 18:40:18,收入,146.38,报销,
2017-01-08 00:17:54,收入,448.23,公积金,
2017-12-06 22:41:29,收入,192.60,社会保障,
2017-10-05 17:30:22,收入,475.06,退税退费,
2017-12-14 16:16:33,支出,91.95,交通,捐赠公益
2017-06-12 08:23:15,收入,35.58,礼金,
2017-02-05 16:09:57,收入,463.74,工资,年度体检
2017-05-25 03:16:00,收入,430.93,退税退费,
2017-05-21 23:37:39,收入,5895.00,工资,
2017-10-26 01:29:56,收入,90.48,奖金,
2017-05-24 23:43:09,支出,167.30,美容,
2017-09-19 08:42:40,支出,661.88,退款,
2017-09-14 05:05:18,收入,439.06,股票,
2017-12-21 12:39:07,收入,419.90,报销,
2017-02-27 00:58:49,收入,127.97,退税退费,交通补贴
2017-12-23 00:02:25,支出,415.38,餐饮,
2017-12-05 09:53:43,收入,339.41,股票,
2017-03-18 03:16:41,支出,663.44,爱人,
2017-12-11 23:00:34,支出,691.44,汽车,
2017-12-05 08:56:57,收入,78.26,红包,
2017-08-24 18:48:03,收入,287.53,工作,
2017-08-18 15:48:30,支出,32.11,烟酒,
2017-11-09 09:37:59,支出,792.63,数码,
2017-06-10 15:19:11,收入,69.71,奖金,
2017-11-07 22:50:13,支出,361.36,书,
2017-09-03 11:04:09,支出,16.79,汽车,
2017-10-21 16:18:56,收入,318.33,报销,
2017-09-07 14:52:41,支出,482.85,快递,
2017-03-05 23:18:00,收入,189.03,红包,
2017-08-02 21:55:26,支出,488.87,停车,
2017-04-12 21:59:19,支出,733.03,医疗,
2017-08-13 17:39:02,收入,114.77,报销,
2017-03-02 08:01:40,支出,474.23,爱人,
2017-04-11 08:00:11,支出,350.60,装修,
2017-06-07 19:41:59,支出,620.07,运动,
2017-08-23 17:55:38,支出,677.19,书,美容护肤
2017-12-19 20:39:39,支出,290.08,学习,
2017-10-14 02:30:24,支出,443.31,打车,
2017-10-04 20:32:13,支出,575.40,彩票,
2017-06-21 11:53:29,支出,192.89,水果,
2017-10-23 12:10:13,收入,239.49,股票,
2017-03-07 04:39:20,支出,558.22,餐饮,
2017-09-04 15:15:42,支出,792.26,医疗,
2017-06-08 08:03:26,支出,719.33,学习,
2017-05-14 00:04:36,收入,75.23,利息,
2017-06-28 11:06:35,收入,305.71,工资,
2017-06-27 03:59:59,收入,202.93,工作,
2017-01-27 19:02:05,收入,197.59,理财,
2017-01-05 14:38:45,支出,235.57,住房,
2017-06-03 18:58:56,支出,354.94,学习,
2017-11-27 23:20:16,收入,452.12,退税退费,
2017-05-19 15:05:50,收入,70.21,红包,
2017-11-15 17:17:05,收入,159.73,礼金,
2017-08-19 12:12:42,支出,180.82,交通,
2017-11-09 01:31:42,支出,719.20,水果,
2017-05-13 01:22:05,支出,487.98,居家,
2017-02-24 15:46:51,支出,209.66,家庭,
2017-02-14 08:32:05,收入,156.72,利息,
2017-07-01 05:14:19,收入,256.64,礼金,
2017-05-23 03:15:36,支出,705.27,物业,
2017-12-25 04:14:46,收入,114.51,礼金,
2017-07-15 17:10:19,支出,108.70,餐饮,
2017-07-25 10:54:25,支出,417.97,家庭,
2017-01-16 20:34:39,收入,373.81,奖金,
2017-10-23 02:38:01,收入,140.76,社会保障,
2017-10-20 03:28:32,收入,134.06,利息,
2017-02-05 17:28:00,收入,292.83,红包,
2017-12-27 00:42:21,收入,139.89,理财,
2017-11-15 20:44:47,支出,324.64,水果,
2017-08-12 12:32:35,支出,466.97,交通,
2017-01-21 19:14:13,支出,142.14,旅行,
2017-07-17 06:38:50,支出,364.51,家庭,
2017-01-12 17:45:39,收入,204.60,二手转卖,
2017-01-26 09:53:17,支出,648.66,家庭,
2017-09-17 06:01:04,收入,446.59,报销,
2017-02-22 12:47:12,收入,457.61,退税退费,
2017-08-10 19:11:39,支出,337.61,水果,
2017-10-12 11:51:42,支出,682.63,医疗,
2017-08-16 06:49:56,收入,72.13,二手转卖,
2017-01-11 16:09:51,支出,81.97,宠物,
2017-04-06 07:55:54,支出,296.07,游戏,
2017-10-14 13:53:35,支出,212.35,娱乐,
2017-06-14 10:11:53,支出,621.16,零食,
2017-10-03 18:30:29,支出,402.05,停车,
2017-12-21 01:57:40,收入,406.34,二手转卖,
2017-03-12 22:59:29,支出,679.45,住房,
2017-11-12 10:14:44,收入,433.76,理财,
2017-06-01 13:49:06,收入,220.36,利息,
2017-04-08 21:59:52,支出,366.58,零食,
2017-10-13 18:31:56,支出,792.90,游戏,
2017-02-14 16:49:04,收入,499.55,报销,早餐
2017-01-15 11:56:29,支出,304.50,宠物,
2017-01-06 23:54:35,收入,295.10,工作,
2017-10-05 12:00:00,支出,209.51,游戏,
2017-02-03 01:50:34,收入,128.01,利息,
2017-12-04 23:18:03,支出,324.75,装修,
2017-11-18 16:48:44,支出,401.13,运动,
2017-05-28 02:27:55,支出,200.19,数码,
2017-11-05 02:55:40,收入,5855.00,工资,
2017-06-26 09:14:09,支出,219.99,医疗,物业费
2017-01-26 12:47:19,支出,406.02,退款,
2017-02-23 15:16:23,支出,226.28,交通,
2017-01-06 21:28:36,支出,317.41,水电,年度报告
2017-07-28 15:29:44,支出,477.99,运动,
2017-07-03 22:35:20,支出,178.94,数码,
2017-11-12 16:22:50,收入,462.25,礼金,
2017-09-16 13:50:18,收入,16.25,礼金,
2017-11-10 13:32:56,支出,552.16,饮料,
2017-07-23 21:49:27,支出,34.24,零食,
2017-05-27 15:55:04,支出,179.27,外卖,
2017-09-01 19:49:49,收入,105.38,礼金,
2017-04-23 19:35:34,收入,277.59,理财,
2017-03-17 23:16:49,收入,323.13,工作,
2017-01-10 21:18:06,收入,138.91,兼职,
2017-02-13 11:25:45,收入,498.75,利息,
2017-10-24 16:59:55,支出,733.69,游戏,
2017-11-04 03:12:06,收入,202.56,二手转卖,
2017-07-05 12:38:21,收入,445.02,理财,
2017-11-08 04:15:42,支出,331.78,社保,
2017-11-28 21:41:55,收入,444.22,奖金,
2017-03-19 06:47:05,收入,74.38,红包,
2017-01-01 04:11:19,收入,193.11,退税退费,
2017-09-03 17:52:11,收入,263.07,工作,
2017-08-17 15:10:33,支出,760.41,退款,
2017-05-27 17:11:30,支出,223.52,彩票,
2017-05-09 22:28:54,收入,105.81,红包,
2017-09-19 11:05:50,收入,449.21,报销,
2017-02-05 11:13:51,收入,289.79,二手转卖,
2017-06-11 15:07:33,支出,547.90,水果,
2017-11-24 10:16:04,收入,344.93,红包,退款到账
2017-11-28 23:52:32,收入,274.13,工作,
2017-04-15 11:43:41,收入,172.65,二手转卖,
2017-12-21 15:59:52,收入,94.75,理财,
2017-03-17 18:56:45,支出,716.63,纳税,
2017-01-28 07:34:19,支出,627.61,居家,
2017-12-03 13:54:08,收入,371.59,理财,物业费
2017-10-09 17:32:12,收入,17.00,兼职,
2017-06-23 04:05:45,收入,343.52,兼职,
2017-05-12 04:12:41,收入,249.14,兼职,
2017-03-12 21:05:46,收入,136.81,退税退费,
2017-03-13 10:21:33,收入,466.40,报销,
2017-01-21 01:07:25,支出,25.32,烟酒,
2017-01-10 19:57:24,收入,412.81,礼金,
2017-12-15 19:11:29,支出,279.03,住房,
2017-08-24 16:35:27,支出,671.98,旅行,
2017-12-22 13:37:14,收入,194.19,报销,
2017-03-20 13:44:10,收入,275.07,股票,
2017-04-11 05:06:38,支出,445.80,物业,
2017-03-20 19:53:06,收入,148.54,退税退费,
2017-08-20 02:36:21,收入,230.00,社会保障,
2017-12-27 11:09:18,收入,80.95,工资,
2017-10-07 10:38:42,收入,16.05,股票,
2017-06-10 13:20:25,收入,482.50,股票,
2017-03-10 02:35:54,收入,293.24,报销,
2017-08-21 03:04:24,收入,279.55,退税退费,
2017-08-02 20:13:17,支出,30.60,家庭,
2017-12-12 12:46:00,收入,389.45,报销,
2017-12-21 12:04:13,收入,345.82,二手转卖,
2017-09-19 23:58:19,收入,5800.00,工资,
2017-05-16 18:39:33,收入,284.52,红包,
2017-09-26 08:54:54,支出,253.33,游戏,
2017-06-06 13:04:38,收入,430.57,兼职,
2017-12-02 09:37:20,收入,126.23,利息,
2017-08-15 12:49:36,收入,184.26,理财,数码产品
2017-09-26 20:05:03,支出,283.50,餐饮,工作补贴
2017-09-22 09:06:48,支出,251.99,通讯,
2017-04-27 13:17:54,收入,184.54,理财,
2017-02-26 14:06:11,支出,693.17,纳税,
2017-08-21 17:39:19,支出,498.88,旅行,
2017-10-18 23:30:03,收入,425.39,兼职,
2017-06-11 12:11:41,收入,324.17,奖金,
2017-05-01 07:52:08,收入,235.38,理财,
2017-09-07 22:38:43,支出,27.31,捐赠,
2017-02-23 12:50:46,收入,387.11,礼金,
2017-11-21 10:34:14,收入,273.85,理财,
2017-05-20 02:59:52,收入,247.52,报销,
2017-03-13 02:18:46,收入,455.49,兼职,
2017-03-04 07:40:06,收入,64.65,退税退费,
2017-11-05 04:50:32,收入,134.10,理财,
2017-01-06 19:55:42,支出,612.07,维修,
2017-05-11 04:55:03,收入,71.40,理财,
2017-08-13 03:46:31,支出,38.09,饮料,
2017-08-25 15:02:48,收入,344.79,礼金,
2017-08-11 03:14:11,支出,598.89,维修,
2017-04-20 02:39:28,支出,212.81,书,
2017-09-17 11:25:03,收入,151.72,二手转卖,
2017-09-15 02:07:30,收入,160.43,公积金,
2017-09-07 06:10:11,支出,297.51,水果,
2017-12-14 00:42:07,支出,267.67,游戏,
2017-04-21 07:38:50,支出,502.06,通讯,
2017-11-05 21:07:14,支出,180.43,餐饮,
2017-07-09 15:07:46,收入,117.10,工作,
2017-09-01 08:31:47,支出,234.19,服装,
2017-10-10 02:17:27,收入,480.31,报销,
2017-09-19 13:24:58,收入,367.21,理财,
2017-11-19 22:31:21,收入,441.06,公积金,
2017-06-17 19:45:11,支出,92.96,家庭,
2017-01-17 00:10:12,支出,422.45,餐饮,
2017-12-24 08:51:03,收入,482.76,兼职,
2017-08-07 16:07:11,支出,169.05,爱人,
2017-02-14 05:01:13,支出,82.16,地铁,
2017-08-02 01:48:12,支出,198.55,家庭,停车费
2017-04-23 01:55:45,支出,295.60,社交,
2017-09-18 04:21:41,支出,43.14,纳税,
2017-06-23 22:07:32,收入,273.22,工资,年度清算表
2017-06-25 01:48:30,支出,553.76,书,
2017-07-02 03:23:00,支出,541.67,日用品,
2017-09-14 17:03:55,支出,564.98,装修,
2017-02-01 04:37:48,收入,353.53,报销,
2017-03-01 17:03:56,收入,224.33,理财,
2017-05-28 06:00:00,支出,313.97,地铁,
2017-12-22 02:37:14,支出,231.12,书,
2017-05-19 13:36:11,支出,765.03,退款,
2017-01-14 20:06:46,收入,497.55,工资,
2017-10-21 13:05:31,支出,792.43,纳税,
2017-06-20 02:03:03,支出,553.34,数码,
2017-07-25 17:00:21,收入,315.41,股票,
2017-04-02 16:57:26,收入,60.78,公积金,
2017-05-12 07:44:03,收入,5771.00,工资,
2017-08-16 18:23:51,收入,76.74,公积金,
2017-06-10 14:28:58,支出,348.01,交通,
2017-12-19 08:47:23,支出,656.98,社交,
2017-11-15 06:02:18,支出,611.15,水果,
2017-01-21 18:12:17,支出,187.71,通讯,
2017-04-06 05:22:12,支出,100.31,数码,
2017-01-28 06:45:54,收入,117.97,工作,
2017-02-16 04:51:40,支出,119.74,游戏,年度预算
2017-10-02 08:39:20,支出,186.89,娱乐,旅游计划
2017-03-14 05:24:10,收入,15.10,公积金,
2017-01-07 04:27:09,支出,481.95,水果,
2017-04-28 03:28:31,支出,246.74,彩票,
2017-12-05 13:26:41,支出,24.61,外卖,
2017-08-10 20:55:46,收入,188.96,报销,
2017-07-13 11:52:06,收入,292.80,兼职,
2017-09-14 07:34:41,支出,235.61,饮料,
2017-05-06 12:36:05,支出,505.73,数码,
2017-12-17 07:50:53,支出,702.52,社保,
2017-10-09 15:20:54,收入,93.46,二手转卖,
2017-01-07 02:16:37,收入,190.65,退税退费,
2017-09-25 15:52:56,收入,331.97,退税退费,
2017-07-12 09:22:43,支出,613.86,数码,
2017-01-02 23:19:59,支出,780.54,快递,理财收益
2017-07-13 17:39:33,收入,117.84,礼金,
2017-02-26 13:29:25,支出,136.64,游戏,
2017-12-18 22:38:03,收入,239.76,报销,
2017-02-24 01:38:02,收入,400.30,公积金,
2017-03-05 04:43:36,支出,678.98,烟酒,
2017-07-14 11:21:28,支出,734.94,运动,
2017-10-07 04:08:56,支出,20.22,服装,
2017-07-08 07:13:58,收入,32.47,公积金,
2017-04-15 18:16:14,收入,492.59,工资,
2017-03-16 14:30:27,收入,395.03,工资,
2017-09-09 20:21:07,收入,318.55,工资,
2017-01-04 10:57:20,支出,535.73,母婴,
2017-04-04 00:07:00,支出,716.29,物业,
2017-10-09 13:04:27,支出,486.65,捐赠,
2017-03-07 02:15:27,收入,109.12,退税退费,
2017-11-11 10:00:09,支出,143.20,爱人,
2017-03-28 08:58:43,收入,498.71,工作,
2017-12-09 06:20:34,收入,392.72,公积金,
2017-12-23 03:53:33,支出,387.72,饮料,
2017-03-24 05:37:11,收入,164.02,社会保障,
2017-01-16 05:01:18,支出,624.20,零食,
2017-07-18 05:30:57,支出,654.49,烟酒,
2017-01-20 11:26:18,收入,214.81,兼职,
2017-03-17 05:24:10,收入,271.44,报销,
2017-05-21 01:31:33,收入,352.46,礼金,
2017-12-22 23:49:49,收入,240.10,报销,
2017-04-09 22:18:10,收入,460.14,礼金,
2017-01-07 00:14:20,支出,703.00,爱人,
2017-08-02 20:57:20,收入,479.03,二手转卖,
2017-10-14 17:51:58,收入,359.31,礼金,
2017-07-05 20:55:45,收入,226.79,红包,
2017-07-08 04:02:58,收入,30.08,退税退费,
2017-07-08 16:25:58,支出,59.21,游戏,
2017-04-12 09:26:25,收入,90.80,退税退费,
2017-03-18 23:45:22,支出,760.91,娱乐,交通费
2017-05-07 05:33:07,支出,306.26,住房,
2017-06-21 04:15:54,收入,5894.00,工资,
2017-03-01 23:26:30,支出,332.02,快递,教育支出
2017-03-16 12:01:09,收入,127.79,奖金,
2017-01-28 16:34:54,收入,392.78,社会保障,
2017-08-03 22:30:28,支出,323.27,旅行,
2017-07-21 20:15:17,收入,140.39,工资,
2017-01-10 02:50:20,支出,597.63,快递,
2017-12-02 18:28:06,收入,188.27,退税退费,
2017-10-10 00:08:38,支出,667.92,快递,年度报告表
2017-04-17 07:05:44,收入,229.09,二手转卖,
2017-06-14 16:37:48,支出,658.23,母婴,
2017-05-11 13:25:59,支出,163.53,快递,饮料零食
2017-10-05 05:49:53,支出,547.51,美容,
2017-11-05 14:37:00,收入,68.74,工作,
2017-08-05 03:51:52,支出,547.12,汽车,
2017-02-12 01:44:36,支出,658.35,日用品,
2017-08-28 19:05:21,收入,392.53,红包,
2017-01-27 13:42:43,支出,799.23,装修,
2017-04-01 08:17:30,支出,312.82,维修,
2017-12-06 15:30:25,收入,131.96,社会保障,
2017-07-06 19:43:33,支出,116.76,美容,
2017-11-24 08:56:14,收入,266.18,退税退费,
2017-04-06 16:20:34,支出,333.20,汽车,
2017-05-05 18:15:34,支出,249.18,购物,
2017-06-18 01:54:36,支出,339.57,数码,
2017-01-13 19:30:08,收入,347.56,工资,
2017-07-02 06:26:19,收入,393.71,公积金,
2017-02-17 17:35:38,收入,215.71,红包,
2017-07-26 17:24:14,收入,399.76,奖金,
2017-02-15 20:00:05,支出,589.90,教育,
2017-01-24 02:50:50,收入,5886.00,工资,
2017-10-27 05:11:54,收入,141.51,退税退费,
2017-05-04 11:56:09,支出,168.05,打车,
2017-05-17 03:11:02,收入,78.66,社会保障,
2017-06-15 19:35:35,收入,130.48,红包,
2017-09-05 03:01:22,收入,129.90,兼职,
2017-05-08 13:34:48,支出,129.35,彩票,
2017-07-22 14:30:20,支出,422.66,住房,
2017-05-20 09:58:41,支出,673.74,烟酒,物业费
2017-06-24 09:18:17,支出,21.66,居家,
2017-09-16 16:30:53,收入,479.17,公积金,
2017-12-03 00:06:54,支出,606.05,娱乐,
2017-02-10 23:08:37,收入,399.55,兼职,
2017-12-09 06:31:06,收入,33.06,报销,年度审计
2017-09-21 18:36:34,支出,23.49,书,
2017-06-02 04:21:46,支出,280.24,零食,年度计划书
2017-12-09 21:59:50,收入,135.57,二手转卖,
2017-10-02 22:53:17,支出,423.25,捐赠,
2017-11-05 12:40:56,支出,249.22,社交,
2017-12-20 20:28:00,支出,101.61,医疗,
2017-02-04 16:32:33,支出,257.98,数码,
2017-11-18 15:28:24,收入,133.86,股票,
2017-12-16 12:17:49,支出,447.07,饮料,
2017-06-09 07:48:00,支出,187.96,捐赠,
2017-09-23 19:47:10,收入,494.90,二手转卖,
2017-06-03 10:33:45,支出,408.44,旅行,
2017-11-25 20:36:06,收入,347.36,理财,
2017-10-10 17:08:49,支出,219.57,教育,
2017-03-25 07:45:36,收入,69.15,红包,
2017-03-21 02:21:47,收入,253.36,奖金,
2017-03-07 11:26:24,支出,234.17,居家,
2017-04-27 06:44:50,收入,287.60,公积金,
2017-02-10 12:27:24,收入,482.05,工资,
2017-08-12 00:03:17,支出,27.34,书,
2017-04-13 16:04:30,支出,437.52,装修,
2017-05-18 18:32:10,收入,105.48,工作,
2017-04-12 16:38:15,收入,183.84,工作,
2017-09-22 01:24:59,支出,433.84,彩票,
2017-03-16 05:27:22,支出,401.91,交通,
2017-03-02 14:07:09,支出,351.32,水果,
2017-07-06 10:42:26,收入,241.46,工资,
2017-10-22 01:41:53,收入,387.10,二手转卖,
2017-11-20 09:10:08,收入,40.81,红包,
2017-10-12 16:40:42,收入,449.18,理财,
2017-04-20 17:37:40,收入,303.15,社会保障,
2017-10-01 06:11:05,支出,172.80,餐饮,
2017-09-21 13:43:42,收入,436.64,报销,
2017-04-03 10:48:35,支出,776.68,购物,
2017-08-10 09:12:51,支出,275.65,爱人,
2017-01-06 13:25:01,收入,181.33,工资,
2017-07-28 09:14:56,收入,88.65,理财,年度报告表
2017-05-18 01:31:13,支出,324.28,学习,交通补贴
2017-08-19 15:11:28,收入,240.79,理财,
2017-03-15 23:53:12,支出,432.34,停车,
2017-11-20 02:00:33,支出,490.95,装修,
2017-04-01 14:30:09,收入,355.60,退税退费,
2017-04-26 14:50:39,支出,794.88,纳税,
2017-10-02 13:02:04,支出,661.18,教育,
2017-08-01 17:53:07,收入,156.21,公积金,
2017-01-28 00:06:10,支出,414.47,装修,
2017-08-10 02:32:46,收入,5856.00,工资,
2017-10-20 13:49:52,收入,269.40,红包,
2017-06-24 08:34:17,收入,46.59,退税退费,年度目标
2017-03-22 18:14:38,支出,670.13,书,
2017-07-03 16:28:13,支出,367.18,物业,
2017-09-06 06:54:59,支出,54.37,家庭,
2017-06-10 04:34:53,收入,489.25,二手转卖,
2017-02-23 19:37:17,收入,318.71,理财,
2017-04-04 08:55:29,收入,372.01,社会保障,
2017-07-14 06:07:12,支出,144.57,捐赠,
2017-02-05 23:32:15,支出,240.21,居家,
2017-03-26 04:46:10,支出,18.47,医疗,
2017-07-03 09:19:20,收入,462.66,兼职,
2017-07-26 15:25:36,支出,83.53,母婴,
2017-01-28 02:50:39,支出,733.30,日用品,
2017-05-07 19:26:34,支出,524.35,宠物,
2017-04-27 11:16:37,收入,446.54,利息,
2017-04-18 05:30:36,收入,279.18,公积金,
2017-01-07 19:26:41,支出,135.94,通讯,
2017-05-27 18:04:00,收入,225.19,二手转卖,
2017-12-27 18:34:19,支出,729.42,教育,年度对账
2017-01-20 02:35:31,支出,499.87,纳税,
2017-04-11 15:26:23,收入,78.03,工作,
2017-12-06 09:49:45,收入,145.73,报销,
2017-04-24 21:50:55,支出,619.79,运动,
2017-04-24 02:41:50,收入,366.04,二手转卖,
2017-01-28 14:02:06,收入,338.76,工资,
2017-04-08 22:17:46,支出,568.88,爱人,
2017-12-20 09:52:43,收入,391.40,兼职,
2017-12-03 10:53:35,支出,663.76,外卖,
2017-01-09 01:42:56,支出,613.18,餐饮,
2017-08-16 07:00:46,支出,778.07,购物,
2017-06-10 09:17:43,收入,274.20,理财,
2017-09-07 21:54:00,收入,355.37,公积金,
2017-01-05 10:51:54,收入,384.41,报销,
2017-04-18 04:48:14,收入,441.84,利息,
2017-11-21 20:52:04,支出,784.80,旅行,
2017-06-12 11:08:51,收入,215.44,工作,交通补贴
2017-11-01 15:10:00,收入,82.41,兼职,纳税
2017-10-02 05:35:57,收入,75.21,红包,
2017-10-13 02:46:37,支出,44.22,交通,
2017-10-12 18:27:42,收入,385.15,二手转卖,
2017-10-12 17:29:59,收入,247.54,退税退费,
2017-09-21 04:24:00,支出,220.47,学习,
2017-01-16 15:47:08,支出,519.88,社保,
